pl_name,A AÑOS LUZ DE LA TIERRA,Valor_masa_multiplicador,MAGNITUD ESTELAR,mj_mt,FECHA DE DESCUBRIMIENTO,Tipo_planeta
HD 142415 b,116,1.67,7.33,317.83,2003,Gigante gaseoso
HD 142 b,85,1.25,5.7,317.83,2001,Gigante gaseoso
HD 142 c,85,5.3,5.7,317.83,2012,Gigante gaseoso
HD 143105 b,153,1.21,677.005,317.83,2016,Gigante gaseoso
HD 143361 b,223,3.532,9.2,317.83,2008,Gigante gaseoso
HD 145377 b,174,6.02,9.236,317.83,2008,Gigante gaseoso
HD 145457 b,441,2.23,657.226,317.83,2010,Gigante gaseoso
HD 145675 c,58,5.8,661.935,317.83,2021,Gigante gaseoso
HD 145934 b,743,2.28,8.495,317.83,2015,Gigante gaseoso
HD 147018 b,132,2.12,8.3,317.83,2009,Gigante gaseoso
HD 147018 c,132,6.56,8.3,317.83,2009,Gigante gaseoso
HD 147513 b,42,1.21,5.37,317.83,2003,Gigante gaseoso
HD 147873 b,356,5.14,7.96,317.83,2016,Gigante gaseoso
HD 147873 c,356,2.3,7.96,317.83,2016,Gigante gaseoso
HD 14787 b,389,1.121,7.63,317.83,2018,Gigante gaseoso
HD 148156 b,186,0.85,7.69,317.83,2009,Gigante gaseoso
HD 148164 b,252,1.23,8.23,317.83,2018,Gigante gaseoso
HD 148164 c,252,5.16,8.23,317.83,2018,Gigante gaseoso
HD 148427 b,233,1.3,690.498,317.83,2009,Gigante gaseoso
HD 149026 b,247,0.38,8.15,317.83,2005,Gigante gaseoso
HD 149143 b,239,1.33,7.89,317.83,2005,Gigante gaseoso
HD 1502 b,623,2.75,8.36,317.83,2011,Gigante gaseoso
HD 150706 b,92,2.71,7.03,317.83,2012,Gigante gaseoso
HD 152079 b,287,2.661,9.18,317.83,2009,Gigante gaseoso
HD 152581 b,541,1.869,8.38,317.83,2011,Gigante gaseoso
HD 153950 b,158,2.95,7.39,317.83,2008,Gigante gaseoso
HD 154345 b,60,0.82,6.76,317.83,2006,Gigante gaseoso
HD 154672 b,206,5.37,8.21,317.83,2008,Gigante gaseoso
HD 154857 b,207,2.45,7.24,317.83,2004,Gigante gaseoso
HD 154857 c,207,2.58,7.24,317.83,2014,Gigante gaseoso
HD 155193 b,189,0.75,70.092,317.83,2021,Gigante gaseoso
HD 155233 b,242,2.6,6.81,317.83,2015,Gigante gaseoso
HD 155358 b,142,0.99,7.28,317.83,2007,Gigante gaseoso
HD 155358 c,142,0.82,7.28,317.83,2007,Gigante gaseoso
HD 156279 b,118,9.88,8.07,317.83,2011,Gigante gaseoso
HD 156279 c,118,8.6,8.07,317.83,2018,Gigante gaseoso
HD 156411 b,185,0.74,6.67,317.83,2009,Gigante gaseoso
HD 156846 b,156,10.67,6.5,317.83,2007,Gigante gaseoso
HD 158038 b,309,1.53,7.47,317.83,2011,Gigante gaseoso
HD 158996 b,925,14,572.291,317.83,2018,Gigante gaseoso
HD 159243 b,239,1.13,8.65,317.83,2013,Gigante gaseoso
HD 159243 c,239,1.9,8.65,317.83,2013,Gigante gaseoso
HD 159868 b,182,2.218,7.24,317.83,2006,Gigante gaseoso
HD 159868 c,182,0.768,7.24,317.83,2012,Gigante gaseoso
HD 1605 b,290,0.934,7.52,317.83,2015,Gigante gaseoso
HD 1605 c,290,3.62,7.52,317.83,2015,Gigante gaseoso
HD 160691 b,51,1.676,5.12,317.83,2000,Gigante gaseoso
HD 160691 c,51,1.814,5.12,317.83,2004,Gigante gaseoso
HD 160691 e,51,0.5219,5.12,317.83,2006,Gigante gaseoso
HD 16141 b,123,0.26,6.834,317.83,2000,Gigante gaseoso
HD 16175 b,195,5.1,7.297,317.83,2009,Gigante gaseoso
HD 162020 b,101,9.84,9.1,317.83,2002,Gigante gaseoso
HD 163607 b,221,0.7836,8,317.83,2010,Gigante gaseoso
HD 163607 c,221,2.201,8,317.83,2010,Gigante gaseoso
HD 164509 b,173,0.443,8.1,317.83,2010,Gigante gaseoso
HD 164604 b,128,199.792,9.62,317.83,2009,Gigante gaseoso
HD 164922 b,72,0.36497,701.227,317.83,2005,Gigante gaseoso
HD 165155 b,207,2.89,9.36,317.83,2016,Gigante gaseoso
HD 1666 b,385,6.43,8.17,317.83,2015,Gigante gaseoso
HD 166724 b,147,3.53,9.33,317.83,2012,Gigante gaseoso
HD 167042 b,162,1.7,598.796,317.83,2007,Gigante gaseoso
HD 168443 b,129,7.659,692.122,317.83,1998,Gigante gaseoso
HD 168443 c,129,17.193,692.122,317.83,2000,Gigante gaseoso
HD 168746 b,136,0.27,7.95,317.83,2002,Gigante gaseoso
HD 1690 b,2455,8.79,9.19,317.83,2010,Gigante gaseoso
HD 169830 b,123,2.88,5.9,317.83,2000,Gigante gaseoso
HD 169830 c,123,4.04,5.9,317.83,2003,Gigante gaseoso
HD 170469 b,196,0.66,8.21,317.83,2007,Gigante gaseoso
HD 17092 b,745,10.13,7.732,317.83,2007,Gigante gaseoso
HD 171028 b,364,2.62,8.292,317.83,2007,Gigante gaseoso
HD 171238 b,146,2.72,8.61,317.83,2009,Gigante gaseoso
HD 17156 b,255,3.51,8.17,317.83,2007,Gigante gaseoso
HD 173416 b,431,2.7,604.188,317.83,2008,Gigante gaseoso
HD 175167 b,232,8.97,8.01,317.83,2009,Gigante gaseoso
HD 175541 b,423,0.598,8.020.001,317.83,2007,Gigante gaseoso
HD 17674 b,145,0.87,7.535,317.83,2017,Gigante gaseoso
HD 177830 b,205,1.69,7.18,317.83,1999,Gigante gaseoso
HD 177830 c,205,0.15,7.18,317.83,2010,Gigante gaseoso
HD 178911 B b,134,8.03,7.97,317.83,2001,Gigante gaseoso
HD 179949 b,90,0.916,6.25,317.83,2000,Gigante gaseoso
HD 180053 b,447,2.194,7.93,317.83,2018,Gigante gaseoso
HD 18015 b,404,3.18,7.89,317.83,2018,Gigante gaseoso
HD 180314 b,399,20.13,661.519,317.83,2010,Gigante gaseoso
HD 180902 b,341,1.685,7.78,317.83,2009,Gigante gaseoso
HD 181234 b,156,8.37,8.59,317.83,2019,Gigante gaseoso
HD 181342 b,393,2.54,7.55,317.83,2009,Gigante gaseoso
HD 181433 c,88,0.64,8.4,317.83,2008,Gigante gaseoso
HD 181433 d,88,0.54,8.4,317.83,2008,Gigante gaseoso
HD 181720 b,196,0.4,7.84,317.83,2009,Gigante gaseoso
HD 183263 b,177,3.95,7.86,317.83,2004,Gigante gaseoso
HD 183263 c,177,3.57,7.86,317.83,2008,Gigante gaseoso
HD 185269 b,170,1.01,667.973,317.83,2006,Gigante gaseoso
HD 187085 b,150,0.836,7.22,317.83,2006,Gigante gaseoso
HD 187123 b,150,0.523,7.83,317.83,1998,Gigante gaseoso
HD 187123 c,150,1.99,7.83,317.83,2008,Gigante gaseoso
HD 18742 b,531,3.4,7.81,317.83,2011,Gigante gaseoso
HD 188015 b,165,1.5,8.24,317.83,2004,Gigante gaseoso
HD 189733 b,64,1.13,7.67,317.83,2005,Gigante gaseoso
HD 190360 b,52,1.54,5.738,317.83,2003,Gigante gaseoso
HD 190647 b,178,1.985,7.78,317.83,2007,Gigante gaseoso
HD 190984 b,483,3.1,8.76,317.83,2009,Gigante gaseoso
HD 191806 b,214,8.52,8.09,317.83,2016,Gigante gaseoso
HD 192263 b,64,0.56,7.79,317.83,1999,Gigante gaseoso
HD 192699 b,234,2.096,645.591,317.83,2007,Gigante gaseoso
HD 195019 b,123,3.98,687.591,317.83,1998,Gigante gaseoso
HD 196050 b,165,3.18,7.5,317.83,2002,Gigante gaseoso
HD 196067 b,130,6.9,6.51,317.83,2012,Gigante gaseoso
HD 196885 A b,111,2.58,639.677,317.83,2007,Gigante gaseoso
HD 197037 b,108,0.79,682.294,317.83,2012,Gigante gaseoso
HD 19994 b,73,1.37,506.345,317.83,2003,Gigante gaseoso
HD 200964 b,237,1.599,648.605,317.83,2010,Gigante gaseoso
HD 200964 c,237,1.214,648.605,317.83,2010,Gigante gaseoso
HD 202206 c,150,17.9,8.08,317.83,2004,Gigante gaseoso
HD 202696 b,615,1.996,8.23,317.83,2019,Gigante gaseoso
HD 202696 c,615,1.864,8.23,317.83,2019,Gigante gaseoso
HD 202772 A b,527,1.017,8.324,317.83,2019,Gigante gaseoso
HD 203030 b,128,24.09,8.45,317.83,2006,Gigante gaseoso
HD 203473 b,237,7.8,8.23,317.83,2018,Gigante gaseoso
HD 2039 b,280,6.29,9,317.83,2002,Gigante gaseoso
HD 204313 b,156,3.46,7.99,317.83,2010,Gigante gaseoso
HD 204941 b,94,0.23,8.45,317.83,2011,Gigante gaseoso
HD 205739 b,302,1.37,8.56,317.83,2008,Gigante gaseoso
HD 206610 b,480,2.036,8.34,317.83,2009,Gigante gaseoso
HD 20782 b,117,14.878,7.36,317.83,2006,Gigante gaseoso
HD 207832 b,192,0.56,8.78,317.83,2012,Gigante gaseoso
HD 207832 c,192,0.73,8.78,317.83,2012,Gigante gaseoso
HD 208487 b,147,0.52,7.47,317.83,2004,Gigante gaseoso
HD 208527 b,1018,9.9,638.984,317.83,2012,Gigante gaseoso
HD 20868 b,156,1.25,9.92,317.83,2008,Gigante gaseoso
HD 208897 b,220,1.4,650.821,317.83,2017,Gigante gaseoso
HD 209458 b,158,0.73,7.65,317.83,1999,Gigante gaseoso
HD 210193 b,138,0.4817,7.83,317.83,2019,Gigante gaseoso
HD 210277 b,69,1.29,654.348,317.83,1998,Gigante gaseoso
HD 210702 b,177,1.808,593.022,317.83,2007,Gigante gaseoso
HD 211403 b,271,5.54,8.48,317.83,2021,Gigante gaseoso
HD 211810 b,211,0.67,8.59,317.83,2018,Gigante gaseoso
HD 212301 b,177,0.51,7.76,317.83,2005,Gigante gaseoso
HD 212771 b,363,2.39,7.6,317.83,2009,Gigante gaseoso
HD 213240 b,133,5.58,6.81,317.83,2001,Gigante gaseoso
HD 213472 b,210,3.5,8.17,317.83,2021,Gigante gaseoso
HD 21411 b,95,0.20734,7.88,317.83,2019,Gigante gaseoso
HD 214823 b,331,20.3,8.06,317.83,2016,Gigante gaseoso
HD 215497 c,132,0.33,8.96,317.83,2009,Gigante gaseoso
HD 216435 b,108,1.26,6.03,317.83,2002,Gigante gaseoso
HD 216437 b,87,2.223,6.04,317.83,2002,Gigante gaseoso
HD 216536 b,1227,1.05,9.229,317.83,2015,Gigante gaseoso
HD 216770 b,120,0.57,8.11,317.83,2003,Gigante gaseoso
HD 217107 b,65,1.3,6.155,317.83,1998,Gigante gaseoso
HD 217107 c,65,2.6,6.155,317.83,2005,Gigante gaseoso
HD 217786 b,181,13,7.78,317.83,2011,Gigante gaseoso
HD 217850 b,215,21.6,8.520.001,317.83,2018,Gigante gaseoso
HD 218566 b,94,0.2,8.6,317.83,2010,Gigante gaseoso
HD 219077 b,95,10.39,6.12,317.83,2012,Gigante gaseoso
HD 219134 h,21,0.34,556.911,317.83,2015,Gigante gaseoso
HD 219415 b,539,1,8.909,317.83,2012,Gigante gaseoso
HD 219828 c,238,14.6,8.04,317.83,2016,Gigante gaseoso
HD 220074 b,1059,16.64,640.607,317.83,2012,Gigante gaseoso
HD 220197 b,210,0.2,8.92,317.83,2018,Gigante gaseoso
HD 220689 b,153,1.118,7.74,317.83,2012,Gigante gaseoso
HD 220773 b,165,1.45,710.831,317.83,2011,Gigante gaseoso
HD 220842 b,211,3.18,7.98,317.83,2016,Gigante gaseoso
HD 221287 b,182,3.09,7.82,317.83,2007,Gigante gaseoso
HD 221416 b,312,0.19,8.15,317.83,2019,Gigante gaseoso
HD 221420 b,102,22.9,5.82,317.83,2019,Gigante gaseoso
HD 221585 b,182,1.61,7.457,317.83,2016,Gigante gaseoso
HD 222076 b,297,1.56,7.47,317.83,2016,Gigante gaseoso
HD 222155 b,165,2.12,711.716,317.83,2011,Gigante gaseoso
HD 222582 b,138,8.37,7.68,317.83,1999,Gigante gaseoso
HD 224538 b,258,5.97,8.06,317.83,2016,Gigante gaseoso
HD 224693 b,305,0.7,8.23,317.83,2006,Gigante gaseoso
HD 22781 b,106,13.65,8.78,317.83,2011,Gigante gaseoso
HD 23079 b,109,2.61,7.12,317.83,2001,Gigante gaseoso
HD 23127 b,306,1.527,8.58,317.83,2006,Gigante gaseoso
HD 231701 b,355,1.13,8.97,317.83,2007,Gigante gaseoso
HD 233604 b,2763,6.575,10.291,317.83,2013,Gigante gaseoso
HD 233832 b,192,1.78,10.15,317.83,2018,Gigante gaseoso
HD 23596 b,170,9.03,726.122,317.83,2003,Gigante gaseoso
HD 238914 b,1694,6,8.770.001,317.83,2018,Gigante gaseoso
HD 240210 b,1215,5.21,8.270.001,317.83,2009,Gigante gaseoso
HD 240237 b,3045,15.89,8.19,317.83,2011,Gigante gaseoso
HD 24040 b,152,3.86,7.515,317.83,2006,Gigante gaseoso
HD 24040 c,152,0.201,7.515,317.83,2021,Gigante gaseoso
HD 24064 b,979,12.89,674.616,317.83,2015,Gigante gaseoso
HD 25015 b,122,4.48,8.87,317.83,2019,Gigante gaseoso
HD 25171 b,181,0.915,7.77,317.83,2010,Gigante gaseoso
HD 26161 b,133,13.5,689.333,317.83,2021,Gigante gaseoso
HD 2638 b,179,0.42,9.44,317.83,2005,Gigante gaseoso
HD 2685 b,642,1.17,9.595,317.83,2019,Gigante gaseoso
HD 27442 b,60,1.56,4.44,317.83,2000,Gigante gaseoso
HD 27631 b,164,1.494,8.26,317.83,2012,Gigante gaseoso
HD 27894 b,143,0.665,9.36,317.83,2005,Gigante gaseoso
HD 27894 c,143,0.162,9.36,317.83,2017,Gigante gaseoso
HD 27894 d,143,5.415,9.36,317.83,2017,Gigante gaseoso
HD 27969 b,222,4.8,7.66,317.83,2021,Gigante gaseoso
HD 28185 b,128,5.9,7.8,317.83,2001,Gigante gaseoso
HD 28254 b,180,1.16,7.69,317.83,2010,Gigante gaseoso
HD 285507 b,147,0.98,10.49,317.83,2013,Gigante gaseoso
HD 28678 b,619,1.542,8.38,317.83,2011,Gigante gaseoso
HD 29021 b,101,2.4,7.76,317.83,2017,Gigante gaseoso
HD 290327 b,184,2.43,8.99,317.83,2009,Gigante gaseoso
HD 2952 b,359,1.37,59.258,317.83,2013,Gigante gaseoso
HD 30177 b,181,8.622,8.41,317.83,2002,Gigante gaseoso
HD 30177 c,181,7.6,8.41,317.83,2016,Gigante gaseoso
HD 30562 b,85,1.22,577.466,317.83,2009,Gigante gaseoso
HD 30669 b,189,0.47,9.12,317.83,2014,Gigante gaseoso
HD 30856 b,428,1.547,7.91,317.83,2011,Gigante gaseoso
HD 31253 b,190,0.62,713.266,317.83,2010,Gigante gaseoso
HD 32518 b,398,3.04,643.005,317.83,2009,Gigante gaseoso
HD 32963 b,124,0.7,7.6,317.83,2015,Gigante gaseoso
HD 330075 b,148,0.48,9.36,317.83,2004,Gigante gaseoso
HD 331093 b,164,1.5,8.38,317.83,2021,Gigante gaseoso
HD 33142 b,396,1.385,7.96,317.83,2011,Gigante gaseoso
HD 33142 c,396,5.97,7.96,317.83,2018,Gigante gaseoso
HD 332231 b,263,0.244,8.558,317.83,2020,Gigante gaseoso
HD 33283 b,293,0.329,8.05,317.83,2006,Gigante gaseoso
HD 33564 b,68,9.1,510.111,317.83,2005,Gigante gaseoso
HD 33844 b,345,2.01,7.29,317.83,2015,Gigante gaseoso
HD 33844 c,345,1.75,7.29,317.83,2015,Gigante gaseoso
HD 34445 b,150,0.82,7.31,317.83,2009,Gigante gaseoso
HD 34445 c,150,0.168,7.31,317.83,2017,Gigante gaseoso
HD 34445 g,150,0.38,7.31,317.83,2017,Gigante gaseoso
HD 35759 b,232,3.76,7.74,317.83,2016,Gigante gaseoso
HD 3651 b,36,0.228,588.437,317.83,2003,Gigante gaseoso
HD 37124 b,103,0.675,7.68,317.83,2002,Gigante gaseoso
HD 37124 c,103,0.652,7.68,317.83,2002,Gigante gaseoso
HD 37124 d,103,0.696,7.68,317.83,2005,Gigante gaseoso
HD 37605 b,153,2.69,8.67,317.83,2004,Gigante gaseoso
HD 37605 c,153,3.19,8.67,317.83,2012,Gigante gaseoso
HD 3765 b,58,0.173,7.36,317.83,2021,Gigante gaseoso
HD 38283 b,124,0.4,6.69,317.83,2010,Gigante gaseoso
HD 38529 b,138,0.797,592.848,317.83,2000,Gigante gaseoso
HD 38529 c,138,12.99,592.848,317.83,2000,Gigante gaseoso
HD 38801 b,298,9.698,8.26,317.83,2009,Gigante gaseoso
HD 39091 b,60,12.9,5.65,317.83,2001,Gigante gaseoso
HD 40956 b,380,2.7,642.794,317.83,2017,Gigante gaseoso
HD 40979 b,111,4.67,675.512,317.83,2002,Gigante gaseoso
HD 41004 A b,120,2.54,8.65,317.83,2004,Gigante gaseoso
HD 41004 B b,136,18.37,86.078,317.83,2003,Gigante gaseoso
HD 4113 b,137,1.56,7.88,317.83,2007,Gigante gaseoso
HD 42012 b,120,1.6,8.44,317.83,2017,Gigante gaseoso
HD 4203 b,265,2.23,8.7,317.83,2001,Gigante gaseoso
HD 4203 c,265,2.17,8.7,317.83,2014,Gigante gaseoso
HD 4208 b,112,0.81,7.783,317.83,2001,Gigante gaseoso
HD 4313 b,445,1.927,7.83,317.83,2009,Gigante gaseoso
HD 43197 b,204,0.6,8.98,317.83,2010,Gigante gaseoso
HD 43691 b,279,2.55,8.03,317.83,2007,Gigante gaseoso
HD 44219 b,173,0.58,7.69,317.83,2010,Gigante gaseoso
HD 45350 b,153,1.79,7.89,317.83,2004,Gigante gaseoso
HD 45364 b,112,0.1872,8.08,317.83,2008,Gigante gaseoso
HD 45364 c,112,0.6579,8.08,317.83,2008,Gigante gaseoso
HD 45652 b,114,0.433,8.1,317.83,2008,Gigante gaseoso
HD 46375 b,96,0.226,7.91,317.83,2000,Gigante gaseoso
HD 47186 c,122,0.35061,7.63,317.83,2008,Gigante gaseoso
HD 4732 b,179,2.37,5.9,317.83,2012,Gigante gaseoso
HD 4732 c,179,2.37,5.9,317.83,2012,Gigante gaseoso
HD 47366 b,275,2.3,611.151,317.83,2016,Gigante gaseoso
HD 47366 c,275,1.88,611.151,317.83,2016,Gigante gaseoso
HD 47536 b,400,7.32,5.25,317.83,2002,Gigante gaseoso
HD 4760 b,1755,13.9,7.51,317.83,2021,Gigante gaseoso
HD 48265 b,295,1.525,8.05,317.83,2008,Gigante gaseoso
HD 4917 b,666,1.615,8.03,317.83,2018,Gigante gaseoso
HD 50499 b,151,1.636,7.21,317.83,2005,Gigante gaseoso
HD 50499 c,151,2.93,7.21,317.83,2019,Gigante gaseoso
HD 50554 b,102,4.954,68.561,317.83,2002,Gigante gaseoso
HD 52265 b,98,1.21,629.351,317.83,2000,Gigante gaseoso
HD 5319 b,396,1.556,8.05,317.83,2007,Gigante gaseoso
HD 5319 c,396,1.053,8.05,317.83,2014,Gigante gaseoso
HD 55696 b,254,3.87,7.95,317.83,2018,Gigante gaseoso
HD 5583 b,715,5.78,7.604,317.83,2016,Gigante gaseoso
HD 5608 b,190,1.681,600.272,317.83,2012,Gigante gaseoso
HD 564 b,167,0.33,8.32,317.83,2014,Gigante gaseoso
HD 5891 b,925,7.63,8.09,317.83,2011,Gigante gaseoso
HD 59686 A b,291,6.92,544.299,317.83,2016,Gigante gaseoso
HD 60292 b,1028,6.5,694.657,317.83,2020,Gigante gaseoso
HD 60532 b,85,1.06,4.44,317.83,2008,Gigante gaseoso
HD 60532 c,85,2.51,4.44,317.83,2008,Gigante gaseoso
HD 62509 b,34,2.3,112.512,317.83,2006,Gigante gaseoso
HD 63454 b,123,0.25,9.37,317.83,2005,Gigante gaseoso
HD 63765 b,106,0.53,8.1,317.83,2009,Gigante gaseoso
HD 6434 b,138,0.49,7.72,317.83,2003,Gigante gaseoso
HD 65216 b,115,1.295,7.97,317.83,2003,Gigante gaseoso
HD 65216 c,115,2.03,7.97,317.83,2013,Gigante gaseoso
HD 66141 b,222,6,437.821,317.83,2012,Gigante gaseoso
HD 66428 b,174,3.204,8.25,317.83,2005,Gigante gaseoso
HD 66428 c,174,27,8.25,317.83,2021,Gigante gaseoso
HD 67087 b,250,3.06,8.05,317.83,2015,Gigante gaseoso
HD 67087 c,250,4.85,8.05,317.83,2015,Gigante gaseoso
HD 6718 b,167,1.68,8.45,317.83,2009,Gigante gaseoso
HD 68402 b,256,3.07,9.11,317.83,2016,Gigante gaseoso
HD 68988 b,198,1.97,8.2,317.83,2001,Gigante gaseoso
HD 68988 c,198,15,8.2,317.83,2021,Gigante gaseoso
HD 70573 b,193,6.1,8.667,317.83,2007,Gigante gaseoso
HD 70642 b,95,1.993,7.17,317.83,2003,Gigante gaseoso
HD 7199 b,118,0.27,8.06,317.83,2011,Gigante gaseoso
HD 72490 b,412,1.768,7.82,317.83,2018,Gigante gaseoso
HD 72659 b,169,3.85,7.46,317.83,2002,Gigante gaseoso
HD 72892 b,227,5.45,8.83,317.83,2016,Gigante gaseoso
HD 73267 b,164,3.097,8.9,317.83,2008,Gigante gaseoso
HD 73526 b,317,3.08,8.99,317.83,2002,Gigante gaseoso
HD 73526 c,317,2.25,8.99,317.83,2005,Gigante gaseoso
HD 73534 b,272,1.112,8.23,317.83,2008,Gigante gaseoso
HD 74156 b,188,1.8,7.61,317.83,2003,Gigante gaseoso
HD 74156 c,188,8.06,7.61,317.83,2003,Gigante gaseoso
HD 7449 b,126,0.508,7.5,317.83,2011,Gigante gaseoso
HD 75289 b,95,0.49,6.35,317.83,1999,Gigante gaseoso
HD 75784 b,279,1,7.84,317.83,2014,Gigante gaseoso
HD 75784 c,279,5.64,7.84,317.83,2018,Gigante gaseoso
HD 75898 b,255,2.71,8.03,317.83,2007,Gigante gaseoso
HD 76700 b,199,0.21,8.16,317.83,2002,Gigante gaseoso
HD 76920 b,600,3.93,7.83,317.83,2017,Gigante gaseoso
HD 79498 b,160,1.34,8.05,317.83,2011,Gigante gaseoso
HD 80606 b,217,4.38,9.06,317.83,2001,Gigante gaseoso
HD 80869 b,279,4.86,8.48,317.83,2021,Gigante gaseoso
HD 81040 b,112,7.27,7.72,317.83,2005,Gigante gaseoso
HD 81688 b,280,2.7,539.755,317.83,2007,Gigante gaseoso
HD 81817 b,878,27.1,426.489,317.83,2020,Gigante gaseoso
HD 82886 b,414,2.33,7.62,317.83,2011,Gigante gaseoso
HD 82943 b,90,1.681,654.993,317.83,2003,Gigante gaseoso
HD 82943 c,90,1.959,654.993,317.83,2003,Gigante gaseoso
HD 8326 b,100,0.20955,8.76,317.83,2019,Gigante gaseoso
HD 83443 b,133,0.34,8.23,317.83,2002,Gigante gaseoso
HD 8535 b,181,0.68,7.7,317.83,2010,Gigante gaseoso
HD 8574 b,146,2.03,7.12,317.83,2002,Gigante gaseoso
HD 86081 b,339,1.48,8.73,317.83,2006,Gigante gaseoso
HD 86226 b,149,0.45,7.93,317.83,2009,Gigante gaseoso
HD 86264 b,221,7,7.41,317.83,2009,Gigante gaseoso
HD 8673 b,124,14.2,6.331,317.83,2009,Gigante gaseoso
HD 86950 b,684,3.6,7.47,317.83,2016,Gigante gaseoso
HD 87646 b,240,12.4,8.07,317.83,2016,Gigante gaseoso
HD 87883 b,60,1.54,7.56,317.83,2009,Gigante gaseoso
HD 88133 b,240,1.02,801.852,317.83,2004,Gigante gaseoso
HD 89307 b,104,2.11,702.569,317.83,2009,Gigante gaseoso
HD 89744 b,126,8.35,573.469,317.83,1999,Gigante gaseoso
HD 9174 b,266,1.11,8.4,317.83,2016,Gigante gaseoso
HD 92788 b,113,3.76,731.637,317.83,2000,Gigante gaseoso
HD 92788 c,113,3.67,731.637,317.83,2019,Gigante gaseoso
HD 92987 b,142,16.88,7.03,317.83,2019,Gigante gaseoso
HD 93083 b,93,0.37,8.3,317.83,2005,Gigante gaseoso
HD 9446 b,164,0.7,8.35,317.83,2009,Gigante gaseoso
HD 9446 c,164,1.82,8.35,317.83,2009,Gigante gaseoso
HD 94834 b,320,1.26,7.6,317.83,2018,Gigante gaseoso
HD 95086 b,281,5,7.36,317.83,2013,Gigante gaseoso
HD 95089 b,447,1.26,7.92,317.83,2009,Gigante gaseoso
HD 95089 c,447,3.45,7.92,317.83,2018,Gigante gaseoso
HD 95127 b,2207,10.63,8.15,317.83,2015,Gigante gaseoso
HD 95338 b,121,0.13353,8.62,317.83,2020,Gigante gaseoso
HD 95544 b,286,6.84,8.39,317.83,2021,Gigante gaseoso
HD 95872 b,236,3.74,9.955,317.83,2015,Gigante gaseoso
HD 96063 b,457,1.27,8.21,317.83,2011,Gigante gaseoso
HD 96127 b,1917,20.96,740.521,317.83,2011,Gigante gaseoso
HD 96167 b,278,0.717,8.09,317.83,2009,Gigante gaseoso
HD 96992 b,1292,1.14,8.57,317.83,2021,Gigante gaseoso
HD 97048 b,600,2.5,8.44,317.83,2019,Gigante gaseoso
HD 98219 b,371,1.964,8.05,317.83,2011,Gigante gaseoso
HD 98649 b,138,6.79,8,317.83,2012,Gigante gaseoso
HD 98736 b,106,2.33,7.93,317.83,2018,Gigante gaseoso
HD 99109 b,179,0.44,9.1,317.83,2005,Gigante gaseoso
HD 99706 b,478,1.23,7.65,317.83,2011,Gigante gaseoso
HD 99706 c,478,5.69,7.65,317.83,2018,Gigante gaseoso
HIP 105854 b,257,8.2,5.64,317.83,2014,Gigante gaseoso
HIP 107773 b,343,1.98,5.62,317.83,2015,Gigante gaseoso
HIP 109384 b,192,1.56,9.61,317.83,2016,Gigante gaseoso
HIP 109600 b,216,2.68,9.18,317.83,2016,Gigante gaseoso
HIP 114933 b,332,1.94,7.25,317.83,2021,Gigante gaseoso
HIP 12961 b,76,0.36,10.25,317.83,2010,Gigante gaseoso
HIP 14810 b,165,3.9,8.520.001,317.83,2005,Gigante gaseoso
HIP 14810 c,165,1.31,8.520.001,317.83,2006,Gigante gaseoso
HIP 14810 d,165,0.59,8.520.001,317.83,2009,Gigante gaseoso
HIP 38594 c,58,0.15228,9.75,317.83,2020,Gigante gaseoso
HIP 41378 f,347,0.233,8.93,317.83,2016,Gigante gaseoso
HIP 5158 b,168,1.42,10.16,317.83,2009,Gigante gaseoso
HIP 5158 c,168,15.04,10.16,317.83,2011,Gigante gaseoso
HIP 56640 b,399,3.67,7.94,317.83,2021,Gigante gaseoso
HIP 57274 c,84,0.40902,8.97,317.83,2011,Gigante gaseoso
HIP 57274 d,84,0.5267,8.97,317.83,2011,Gigante gaseoso
HIP 63242 b,510,9.18,6.86,317.83,2013,Gigante gaseoso
HIP 65407 b,202,0.428,9.38,317.83,2016,Gigante gaseoso
HIP 65407 c,202,0.784,9.38,317.83,2016,Gigante gaseoso
HIP 65426 b,355,9,7.01,317.83,2017,Gigante gaseoso
HIP 65891 b,490,6,6.75,317.83,2015,Gigante gaseoso
HIP 65 A b,202,3.213,11,317.83,2020,Gigante gaseoso
HIP 67522 b,415,0.228,9.79,317.83,2020,Gigante gaseoso
HIP 67537 b,379,11.1,6.43,317.83,2017,Gigante gaseoso
HIP 67851 b,209,1.38,6.17,317.83,2015,Gigante gaseoso
HIP 67851 c,209,6.3,6.17,317.83,2015,Gigante gaseoso
HIP 70849 b,78,9,10.421,317.83,2009,Gigante gaseoso
HIP 74890 b,257,2.4,7.05,317.83,2016,Gigante gaseoso
HIP 75092 b,266,1.79,7.11,317.83,2021,Gigante gaseoso
HIP 78530 b,446,23,71.691,317.83,2010,Gigante gaseoso
HIP 79098 AB b,476,20.5,5.86,317.83,2019,Gigante gaseoso
HIP 79431 b,47,2.1,11.394,317.83,2009,Gigante gaseoso
HIP 8541 b,506,5.5,7.88,317.83,2016,Gigante gaseoso
HIP 90988 b,307,1.96,7.75,317.83,2021,Gigante gaseoso
HIP 91258 b,150,1.09,8.65,317.83,2013,Gigante gaseoso
HIP 97233 b,334,20,7.34,317.83,2014,Gigante gaseoso
HN Pegasi b,59,219.987,597.707,317.83,2006,Gigante gaseoso
